Station,Dates,Temp,DO,pH,Conductivity,Turbidity
Station_A,15/01/2023 3:00,9.12,8.01,7.39,270.6,4
Station_A,15/01/2023 4:00,9.25,8.47,7.44,271.9,5.1
Station_A,15/01/2023 5:00,9.59,8.65,7.47,270.8,5
Station_A,15/01/2023 6:00,9.94,9.02,7.62,270.1,4.5
Station_A,15/01/2023 7:00,10.56,9.61,7.77,271.3,3.6
Station_A,15/01/2023 8:00,11.13,10.65,7.95,279.7,3.4
Station_A,15/01/2023 9:00,11.65,10.74,7.99,279,4.5
Station_A,15/01/2023 10:00,12.28,11.36,8.13,281.2,3.4
Station_A,15/01/2023 11:00,13,12.15,8.16,284.5,3.5
Station_A,15/01/2023 12:00,13.46,12.53,8.26,283.6,3.4
Station_A,15/01/2023 13:00,13.72,12.95,8.32,283.3,3.7
Station_A,15/01/2023 14:00,13.97,12.72,8.36,279,4.5
Station_A,15/01/2023 15:00,14.2,12.4,8.35,280.5,4
Station_A,15/01/2023 16:00,14.07,12.33,8.29,278.2,4.1
Station_A,15/01/2023 17:00,13.85,11.98,8.2,278,3.8
Station_A,15/01/2023 18:00,13.21,11.42,8.05,276.5,4.8
Station_A,15/01/2023 19:00,12.77,10.79,7.92,273.7,3.2
Station_A,15/01/2023 20:00,12.2,10.18,7.76,261.8,2.9
Station_A,15/01/2023 21:00,11.44,10.02,7.7,265.3,2.6
Station_A,15/01/2023 22:00,11.01,9.38,7.62,253.4,4.6
Station_A,15/01/2023 23:00,10.39,9.16,7.53,263,2.9
Station_A,16/01/2023 0:00,10.05,8.48,7.5,257.4,3.6
Station_A,16/01/2023 1:00,9.78,8.48,7.43,258,3.9
Station_A,16/01/2023 2:00,9.64,8.46,7.45,259.6,3.2
Station_A,16/01/2023 3:00,9.57,8.28,7.47,258.2,2.9
Station_A,16/01/2023 4:00,9.49,8.53,7.49,256.6,3.5
Station_A,16/01/2023 5:00,9.71,9.07,7.49,260.4,3.7
Station_A,16/01/2023 6:00,9.73,9.71,7.57,266.2,3.2
Station_A,16/01/2023 7:00,10.25,9.96,7.71,262.7,4.2
Station_A,16/01/2023 8:00,10.94,10.58,7.93,252.9,3.8
Station_A,16/01/2023 9:00,11.69,11.26,8.08,264.8,3.3
Station_A,16/01/2023 10:00,12.51,11.6,8.12,265.1,3.8
Station_A,16/01/2023 11:00,13.12,11.61,8.2,264.3,4
Station_A,16/01/2023 12:00,13.6,12.22,8.31,275,3.2
Station_A,16/01/2023 13:00,14.04,12.1,8.39,275.1,3.1
Station_A,16/01/2023 14:00,14.32,12.05,8.32,262.5,4.2
Station_A,16/01/2023 15:00,14.39,12.16,8.32,263.2,3.8
Station_A,16/01/2023 16:00,14.16,11.66,8.17,266.8,4
Station_A,16/01/2023 17:00,13.89,11.38,8.16,266,3.3
Station_A,16/01/2023 18:00,13.51,10.78,7.98,267.2,3.4
Station_A,16/01/2023 19:00,12.95,10.15,7.83,262.8,3.3
Station_A,16/01/2023 20:00,12.48,9.74,7.78,269.6,3.2
Station_A,16/01/2023 21:00,11.68,9,7.68,272,3.2
Station_A,16/01/2023 22:00,11.05,8.75,7.6,274.7,4.3
Station_A,16/01/2023 23:00,10.32,8.75,7.53,271.3,3.5
Station_A,17/01/2023 0:00,9.89,8.6,7.43,274.1,3.8
Station_A,17/01/2023 1:00,9.68,8.08,7.38,276.4,3.8
Station_A,17/01/2023 2:00,9.26,8.13,7.3,273.8,3.3
Station_A,17/01/2023 3:00,9.24,8.36,7.44,279.4,2.6
Station_A,17/01/2023 4:00,9.63,8.11,7.4,271.4,4.1
Station_A,17/01/2023 5:00,9.83,8.45,7.48,267.7,4.6
Station_A,17/01/2023 6:00,10.14,9,7.61,259.7,4.9
Station_A,17/01/2023 7:00,10.65,9.78,7.77,265.3,3.1
Station_A,17/01/2023 8:00,11.25,10.77,7.99,255.6,3.2
Station_A,17/01/2023 9:00,11.94,11.01,8,265.7,2.8
Station_A,17/01/2023 10:00,12.54,11.62,8.14,277.7,2.9
Station_A,17/01/2023 11:00,13.21,11.86,8.21,273.9,3.1
Station_A,17/01/2023 12:00,13.52,11.95,8.24,275.5,4
Station_A,17/01/2023 13:00,13.99,12.24,8.3,280.6,3.6
Station_A,17/01/2023 14:00,14.37,12.48,8.28,284,3.2
Station_A,17/01/2023 15:00,14.45,12.18,8.29,284.1,3.2
Station_A,17/01/2023 16:00,14.44,12.05,8.24,291.2,4.1
Station_A,17/01/2023 17:00,14.29,11.63,8.12,290.4,3.8
Station_A,17/01/2023 18:00,13.81,11.15,8.01,291.1,3.3
Station_A,17/01/2023 19:00,13.15,10.76,7.89,289.7,3.2
Station_A,17/01/2023 20:00,12.76,9.87,7.78,291.5,3.3
Station_A,17/01/2023 21:00,11.94,9.71,7.66,292.2,4.8
Station_A,17/01/2023 22:00,11.22,9.07,7.49,286.8,4.2
Station_A,17/01/2023 23:00,10.79,8.36,7.39,287.4,4
Station_A,18/01/2023 0:00,10.5,8.01,7.3,293,3.2
Station_A,18/01/2023 1:00,10.31,7.66,7.3,290.4,3.6
Station_A,18/01/2023 2:00,10.02,7.66,7.24,282.3,3.1
Station_A,18/01/2023 3:00,9.82,8.06,7.37,279.7,2.4
Station_A,18/01/2023 4:00,9.81,8.25,7.44,283.3,2.7
Station_A,18/01/2023 5:00,10,8.59,7.53,273.7,4
Station_A,18/01/2023 6:00,10.39,9.15,7.62,274.7,4.8
Station_A,18/01/2023 7:00,10.96,9.79,7.78,275.5,3.3
Station_A,18/01/2023 8:00,11.51,10.24,7.85,274.9,3.1
Station_A,18/01/2023 9:00,12.11,10.99,7.99,270.5,3.8
Station_A,18/01/2023 10:00,12.9,11.16,8.13,271,3.1
Station_A,18/01/2023 11:00,13.59,11.81,8.32,279,3.6
Station_A,18/01/2023 12:00,14.13,12.01,8.35,281.8,3.1
Station_A,18/01/2023 13:00,14.64,11.7,8.39,277.2,2.9
Station_A,18/01/2023 14:00,14.92,11.71,8.32,278.6,2.5
Station_A,18/01/2023 15:00,14.82,11.89,8.32,271.9,3.6
Station_A,18/01/2023 16:00,14.71,11.86,8.24,272.5,3.2
Station_A,18/01/2023 17:00,14.7,11.12,8.17,266.6,3
Station_A,18/01/2023 18:00,14.19,10.96,8.07,264.1,3.8
Station_A,18/01/2023 19:00,13.54,10.68,7.95,271.1,2.8
Station_A,18/01/2023 20:00,12.72,9.99,7.82,270,3.2
Station_A,18/01/2023 21:00,12.07,9.28,7.73,263.3,4
Station_A,18/01/2023 22:00,11.42,8.73,7.58,263.1,3.3
Station_A,18/01/2023 23:00,10.89,8.37,7.53,268.8,3.8
Station_A,19/01/2023 0:00,10.63,8.05,7.4,266.2,3.1
Station_A,19/01/2023 1:00,10.15,7.88,7.3,266.1,2.1
Station_A,19/01/2023 2:00,10.02,8.1,7.36,270.7,3
Station_A,19/01/2023 3:00,10,8.24,7.36,275.8,3
Station_A,19/01/2023 4:00,10.15,8.22,7.41,289.1,3.3
Station_A,19/01/2023 5:00,10.22,9.03,7.49,291.1,3.7
Station_A,19/01/2023 6:00,10.59,9.38,7.59,295.5,3
Station_A,19/01/2023 7:00,11.15,9.95,7.7,290.6,2.7
Station_A,19/01/2023 8:00,11.8,10.28,7.85,286.8,3.5
Station_A,19/01/2023 9:00,12.6,10.91,7.95,285.8,3.1
Station_A,19/01/2023 10:00,13.17,11.27,8.03,279.5,4
Station_A,19/01/2023 11:00,13.81,11.71,8.22,272.5,4
Station_A,19/01/2023 12:00,14.15,12.18,8.26,273.5,3.4
Station_A,19/01/2023 13:00,14.4,12.33,8.27,285.4,3.6
Station_A,19/01/2023 14:00,14.68,12.14,8.33,287.4,3.6
Station_A,19/01/2023 15:00,14.82,12.02,8.38,273.7,3.9
Station_A,19/01/2023 16:00,14.38,12.28,8.35,281.8,2.9
Station_A,19/01/2023 17:00,14.1,11.64,8.25,282.4,2.6
Station_A,19/01/2023 18:00,13.77,11.3,8.04,276.5,4.1
Station_A,19/01/2023 19:00,13.29,10.29,7.88,274.9,4.7
Station_A,19/01/2023 20:00,12.7,9.93,7.87,273.9,3.8
Station_A,19/01/2023 21:00,11.89,9.68,7.78,275.5,3.4
Station_A,19/01/2023 22:00,11.31,9.26,7.73,271.5,3.4
Station_A,19/01/2023 23:00,10.8,8.58,7.51,268.8,2.8
Station_A,20/01/2023 0:00,10.43,8.63,7.54,271.9,2.8
Station_A,20/01/2023 1:00,10.09,8.33,7.42,276.8,3
Station_A,20/01/2023 2:00,9.78,8.38,7.34,279.5,3.2
Station_A,20/01/2023 3:00,10,8.07,7.31,276.3,3
Station_A,20/01/2023 4:00,10.06,8.53,7.34,287.8,2.6
Station_A,20/01/2023 5:00,10.25,8.96,7.43,288.4,3.9
Station_A,20/01/2023 6:00,10.53,9.34,7.57,282.3,3.8
Station_A,20/01/2023 7:00,11,9.91,7.71,288.8,3.6
Station_A,20/01/2023 8:00,11.62,10.51,7.92,282,4.6
Station_A,20/01/2023 9:00,12.26,10.9,8.02,284.4,4.4
Station_A,20/01/2023 10:00,12.96,11.2,8.08,282.9,3.9
Station_A,20/01/2023 11:00,13.58,11.85,8.24,290.3,2.7
Station_A,20/01/2023 12:00,14.05,11.85,8.27,291.1,2
Station_A,20/01/2023 13:00,14.49,12.19,8.37,287.7,3.2
Station_A,20/01/2023 14:00,14.76,12.07,8.35,295.3,3.8
Station_A,20/01/2023 15:00,14.75,12.24,8.38,296.4,3.8
Station_A,20/01/2023 16:00,14.83,11.95,8.25,297.4,4.4
Station_A,20/01/2023 17:00,14.56,11.6,8.19,284.4,4.3
Station_A,20/01/2023 18:00,14.14,11.13,8.1,288.3,3
Station_A,20/01/2023 19:00,13.65,10.27,7.95,288.8,3.2
Station_A,20/01/2023 20:00,13.13,9.6,7.76,298.8,2.8
Station_A,20/01/2023 21:00,12.3,9.25,7.7,303,2.7
Station_A,20/01/2023 22:00,11.66,8.73,7.64,306.7,3.4
Station_A,20/01/2023 23:00,11.02,8.55,7.59,298.4,3.7
Station_A,21/01/2023 0:00,10.63,7.69,7.37,296.6,3.1
Station_A,21/01/2023 1:00,10.44,7.76,7.42,292.7,3.8
Station_A,21/01/2023 2:00,10.04,7.6,7.31,297.8,4
Station_A,21/01/2023 3:00,10.03,7.96,7.37,295.1,3.9
Station_A,21/01/2023 4:00,10.15,8.2,7.46,295.3,3.5
Station_A,21/01/2023 5:00,10.38,8.31,7.46,303.9,3.3
Station_A,21/01/2023 6:00,10.82,8.79,7.64,297.7,3.7
Station_A,21/01/2023 7:00,11.3,9.6,7.78,289.1,3.3
Station_A,21/01/2023 8:00,11.94,10.03,7.87,287.9,3.4
Station_A,21/01/2023 9:00,12.77,10.65,8.03,280.9,4.5
Station_A,21/01/2023 10:00,13.36,11.17,8.1,273.9,4.1
Station_A,21/01/2023 11:00,13.78,11.97,8.21,280.4,2.8
Station_A,21/01/2023 12:00,14.33,12.69,8.35,274.2,3.7
Station_A,21/01/2023 13:00,14.69,12.76,8.34,276.5,3.8
Station_A,21/01/2023 14:00,15.01,12.8,8.32,285.3,3.2
Station_A,21/01/2023 15:00,15.14,12.76,8.3,284.3,3.8
Station_A,21/01/2023 16:00,15.06,12.3,8.24,275.4,4.8
Station_A,21/01/2023 17:00,14.96,11.6,8.11,282.1,3.9
Station_A,21/01/2023 18:00,14.45,11.26,8.13,277.9,3.5
Station_A,21/01/2023 19:00,14.02,10.71,8.06,276.5,3.4
Station_A,21/01/2023 20:00,13.2,10.39,7.92,275.2,3.9
Station_A,21/01/2023 21:00,12.42,10,7.77,283,3.2
Station_A,21/01/2023 22:00,11.87,9.64,7.7,280.1,3.8
Station_A,21/01/2023 23:00,11.52,8.5,7.46,287,3.4
Station_A,22/01/2023 0:00,11.13,8.18,7.38,287.7,3.2
Station_A,22/01/2023 1:00,10.74,8.04,7.36,290.1,4
Station_A,22/01/2023 2:00,10.48,8.25,7.38,285.4,3.4
Station_A,22/01/2023 3:00,10.45,8.12,7.4,284.9,2.9
Station_A,22/01/2023 4:00,10.54,8.3,7.39,285.3,3.3
Station_A,22/01/2023 5:00,10.64,8.49,7.51,299.5,3.9
Station_A,22/01/2023 6:00,11.1,8.96,7.54,294.2,3.1
Station_A,22/01/2023 7:00,11.69,9.43,7.6,290.2,3.1
Station_A,22/01/2023 8:00,12.37,9.91,7.73,288.5,3.4
Station_A,22/01/2023 9:00,13.01,10.73,7.93,278.4,3.9
Station_A,22/01/2023 10:00,13.46,11.19,8.07,282.2,2.9
Station_A,22/01/2023 11:00,14.21,11.7,8.19,278.2,3.5
Station_A,22/01/2023 12:00,14.77,11.82,8.27,289,2.4
Station_A,22/01/2023 13:00,15.31,12.04,8.25,289.2,3.5
Station_A,22/01/2023 14:00,15.52,12.26,8.32,286.1,3
Station_A,22/01/2023 15:00,15.57,12.48,8.36,277.2,2.4
Station_A,22/01/2023 16:00,15.39,12.17,8.35,279.6,2
Station_A,22/01/2023 17:00,15,12.08,8.33,283.1,2.9
Station_A,22/01/2023 18:00,14.6,11.36,8.1,283,3
Station_A,22/01/2023 19:00,14.05,10.73,8.03,291.4,3.3
Station_A,22/01/2023 20:00,13.5,10.16,7.9,290.6,3
Station_A,22/01/2023 21:00,12.7,9.9,7.72,286.5,3.7
Station_A,22/01/2023 22:00,12.08,9.48,7.59,288.5,3
Station_A,22/01/2023 23:00,11.43,8.91,7.59,297.5,3.2
Station_A,23/01/2023 0:00,11.32,8.23,7.42,296.8,3
Station_A,23/01/2023 1:00,11.11,7.95,7.34,294.4,3.6
Station_A,23/01/2023 2:00,10.68,8.43,7.39,283,3.6
Station_A,23/01/2023 3:00,10.52,8.45,7.39,283,4.2
Station_A,23/01/2023 4:00,10.69,8.63,7.41,272.7,3.9
Station_A,23/01/2023 5:00,10.87,9.06,7.44,273.7,3.9
Station_A,23/01/2023 6:00,11.42,9.34,7.62,275.5,4.1
Station_A,23/01/2023 7:00,12.05,9.67,7.78,270.1,4.9
Station_A,23/01/2023 8:00,12.63,9.9,7.88,262.5,5.2
Station_A,23/01/2023 9:00,13.15,10.48,7.94,273.2,4.6
Station_A,23/01/2023 10:00,13.79,10.98,8.03,272.9,4.2
Station_A,23/01/2023 11:00,14.28,11.63,8.13,272.7,4.4
Station_A,23/01/2023 12:00,14.9,11.98,8.23,274.4,4.1
Station_A,23/01/2023 13:00,15.33,12.03,8.24,268.2,4.3
Station_A,23/01/2023 14:00,15.72,12.09,8.31,263.5,4
Station_A,23/01/2023 15:00,15.84,11.83,8.31,272.1,4.2
Station_A,23/01/2023 16:00,15.77,11.67,8.24,276.5,4.3
Station_A,23/01/2023 17:00,15.43,11.12,8.08,274.7,4.2
Station_A,23/01/2023 18:00,14.9,10.83,8.09,270.8,3.9
Station_A,23/01/2023 19:00,14.47,10.23,8.03,270.5,4.1
Station_A,23/01/2023 20:00,13.67,9.89,8,267.1,3.9
Station_A,23/01/2023 21:00,13.03,9.44,7.79,270.2,4.7
Station_A,23/01/2023 22:00,12.27,8.9,7.65,267.1,3
Station_A,23/01/2023 23:00,11.59,8.59,7.62,266.4,3.6
Station_A,24/01/2023 0:00,11.29,8.22,7.57,277.3,2.9
Station_A,24/01/2023 1:00,10.92,8.04,7.41,276.2,3.5
Station_A,24/01/2023 2:00,10.45,7.88,7.37,275.8,4
Station_A,24/01/2023 3:00,10.58,7.74,7.39,272.3,5
Station_A,24/01/2023 4:00,10.63,7.94,7.41,272.1,5.3
Station_A,24/01/2023 5:00,10.77,8.47,7.42,278.5,4.9
Station_A,24/01/2023 6:00,11.16,8.79,7.62,280.5,4.1
Station_A,24/01/2023 7:00,11.69,9.4,7.74,283.3,4.8
Station_A,24/01/2023 8:00,12.19,10.13,7.84,280.2,4.2
Station_A,24/01/2023 9:00,13.08,10.8,7.98,280.3,3.8
Station_A,24/01/2023 10:00,13.88,11.01,8.11,286.3,4.2
Station_A,24/01/2023 11:00,14.59,11.19,8.17,280.1,4.4
Station_A,24/01/2023 12:00,15.04,11.47,8.23,292.9,4.4
Station_A,24/01/2023 13:00,15.48,11.96,8.36,297.7,3.8
Station_A,24/01/2023 14:00,15.78,11.73,8.35,303.6,3.5
Station_A,24/01/2023 15:00,15.81,11.73,8.27,299.7,3.1
Station_A,24/01/2023 16:00,15.73,11.62,8.21,294.6,3.4
Station_A,24/01/2023 17:00,15.45,11.35,8.12,292.3,4
Station_A,24/01/2023 18:00,15.07,10.97,8.04,287.3,4.3
Station_A,24/01/2023 19:00,14.49,10.42,7.86,293.2,3.8
Station_A,24/01/2023 20:00,13.97,10.06,7.9,286.1,3
Station_A,24/01/2023 21:00,13.31,9.49,7.73,283.4,2.9
Station_A,24/01/2023 22:00,12.71,8.85,7.49,284.2,3.8
Station_A,24/01/2023 23:00,12.13,8.11,7.42,293.2,3.1
Station_A,25/01/2023 0:00,11.81,7.63,7.36,296.9,3.9
Station_A,25/01/2023 1:00,11.44,7.5,7.29,295,3.8
Station_A,25/01/2023 2:00,11.1,7.19,7.31,299,3.3
Station_A,25/01/2023 3:00,11.2,7.23,7.37,298.4,3.6
Station_A,25/01/2023 4:00,11.25,7.26,7.44,297.7,3.8
Station_A,25/01/2023 5:00,11.5,7.92,7.51,289.6,4.6
Station_A,25/01/2023 6:00,12.03,8.18,7.58,302.6,3.7
Station_A,25/01/2023 7:00,12.43,8.84,7.75,306.6,3.5
Station_A,25/01/2023 8:00,12.84,9.77,7.91,295.8,3.2
Station_A,25/01/2023 9:00,13.5,10.24,7.98,295,3
Station_A,25/01/2023 10:00,14.26,10.39,8.05,287,4
Station_A,25/01/2023 11:00,14.88,11.2,8.24,283.7,3.7
Station_A,25/01/2023 12:00,15.28,11.45,8.25,281.1,4.4
Station_A,25/01/2023 13:00,15.59,12.03,8.34,284.8,3.2
Station_A,25/01/2023 14:00,15.79,12.05,8.34,277.8,3.9
Station_A,25/01/2023 15:00,15.84,11.89,8.41,278.2,3.9
Station_A,25/01/2023 16:00,15.57,11.85,8.39,276.7,4.4
Station_A,25/01/2023 17:00,15.37,11.51,8.31,278.9,3.6
Station_A,25/01/2023 18:00,14.82,10.63,8.18,280.6,4.1
Station_A,25/01/2023 19:00,14.25,10.09,8.02,284,3.2
Station_A,25/01/2023 20:00,13.67,9.36,7.88,289.1,4.4
Station_A,25/01/2023 21:00,13.04,8.66,7.69,286.1,3.5
Station_A,25/01/2023 22:00,12.19,8.4,7.53,282.6,3.7
Station_A,25/01/2023 23:00,11.74,7.84,7.38,289,3
Station_A,26/01/2023 0:00,11.25,7.32,7.27,293,3.2
Station_A,26/01/2023 1:00,11.06,7.01,7.2,290.9,3.9
Station_A,26/01/2023 2:00,11,6.77,7.21,289.7,3.3
Station_A,26/01/2023 3:00,10.91,7.59,7.26,290,3.6
Station_A,26/01/2023 4:00,10.95,7.88,7.35,287.4,3.5
Station_A,26/01/2023 5:00,11.15,8.25,7.53,295.2,2.7
Station_A,26/01/2023 6:00,11.68,8.52,7.58,298.3,3.5
Station_A,26/01/2023 7:00,12.21,8.83,7.63,290.3,3.5
Station_A,26/01/2023 8:00,12.77,9.51,7.81,279.6,4
Station_A,26/01/2023 9:00,13.34,10.33,7.98,281.1,4.1
Station_A,26/01/2023 10:00,13.96,11.35,8.16,277.7,5.1
Station_A,26/01/2023 11:00,14.62,11.85,8.23,277.7,4
Station_A,26/01/2023 12:00,15.22,11.75,8.25,279.7,3.5
Station_A,26/01/2023 13:00,15.46,12.32,8.42,280.4,4.5
Station_A,26/01/2023 14:00,15.68,12.28,8.39,285.7,4.4
Station_A,26/01/2023 15:00,15.76,11.93,8.31,285.5,3.9
Station_A,26/01/2023 16:00,15.72,11.65,8.31,280.8,3.2
Station_A,26/01/2023 17:00,15.54,11.63,8.26,274.7,4.4
Station_A,26/01/2023 18:00,15.08,11.09,8.15,277.6,4.5
Station_A,26/01/2023 19:00,14.63,10.32,8,275.2,3.7
Station_A,26/01/2023 20:00,14.13,9.55,7.84,274,3.9
Station_A,26/01/2023 21:00,13.38,9.1,7.7,274.8,3.6
Station_A,26/01/2023 22:00,12.87,8.37,7.59,279,3.8
Station_A,26/01/2023 23:00,12.24,8.13,7.48,276.3,3.5
Station_A,27/01/2023 0:00,11.99,7.86,7.35,279.3,3.1
Station_A,27/01/2023 1:00,11.62,7.64,7.4,274.6,2.7
Station_A,27/01/2023 2:00,11.25,7.86,7.36,278.6,3.6
Station_A,27/01/2023 3:00,11.22,7.69,7.31,285.2,3.3
Station_A,27/01/2023 4:00,11.3,8.16,7.39,290.9,3.3
Station_A,27/01/2023 5:00,11.48,8.63,7.46,287,3.4
Station_A,27/01/2023 6:00,11.95,8.95,7.57,285.3,3.7
Station_A,27/01/2023 7:00,12.46,9.5,7.75,286.6,3.3
Station_A,27/01/2023 8:00,13.12,9.95,7.87,290.5,3.5
Station_A,27/01/2023 9:00,13.67,10.65,7.97,291.3,3.1
Station_A,27/01/2023 10:00,14.37,11.28,8.16,296.8,3.1
Station_A,27/01/2023 11:00,14.94,11.87,8.3,295.4,3.2
Station_A,27/01/2023 12:00,15.34,12.55,8.43,296.3,3.5
Station_A,27/01/2023 13:00,15.81,12.17,8.36,297.8,3.6
Station_A,27/01/2023 14:00,16.06,12.06,8.4,296.4,4.6
Station_A,27/01/2023 15:00,15.99,11.8,8.31,299.8,4.5
Station_A,27/01/2023 16:00,16,11.34,8.24,309.9,3.7
Station_A,27/01/2023 17:00,15.73,11.21,8.16,312.8,4.4
Station_A,27/01/2023 18:00,15.44,10.73,8.08,306.7,3.7
Station_A,27/01/2023 19:00,14.95,10.13,8.02,297.3,4.3
Station_A,27/01/2023 20:00,14.39,9.41,7.83,284,4.5
Station_A,27/01/2023 21:00,13.91,8.85,7.7,283,3.5
Station_A,27/01/2023 22:00,13.21,8.16,7.56,282.2,3.9
Station_A,27/01/2023 23:00,12.64,7.98,7.55,290.2,3.2
Station_A,28/01/2023 0:00,12.35,7.79,7.53,297.5,2.9
Station_A,28/01/2023 1:00,11.95,7.38,7.4,300.1,3.6
Station_A,28/01/2023 2:00,11.81,7.55,7.38,297.2,3.4
Station_A,28/01/2023 3:00,11.33,7.95,7.48,287.4,3.5
Station_A,28/01/2023 4:00,11.27,8.37,7.45,284.4,4.3
Station_A,28/01/2023 5:00,11.47,8.62,7.48,283.6,3.2
Station_A,28/01/2023 6:00,11.9,8.87,7.61,290.5,3.1
Station_A,28/01/2023 7:00,12.48,9.5,7.75,289.6,2.9
Station_A,28/01/2023 8:00,13.1,9.88,7.92,289,3.7
Station_A,28/01/2023 9:00,13.84,10.75,8.05,289.8,4.2
Station_A,28/01/2023 10:00,14.72,11.32,8.18,298.2,5.4
Station_A,28/01/2023 11:00,15.39,11.47,8.21,294.3,4.6
Station_A,28/01/2023 12:00,15.82,11.87,8.3,298,3.9
Station_A,28/01/2023 13:00,16.11,12.13,8.4,292.7,3.6
Station_A,28/01/2023 14:00,15.99,12.73,8.48,292.1,4.3
Station_A,28/01/2023 15:00,16.03,12.83,8.39,293.3,3.3
Station_A,28/01/2023 16:00,15.89,12.72,8.37,277.4,3.4
Station_A,28/01/2023 17:00,15.78,11.94,8.25,281.1,3.4
Station_A,28/01/2023 18:00,15.42,11.32,8.19,279.8,3.7
Station_A,28/01/2023 19:00,15,10.43,8.06,277.7,4.4
Station_A,28/01/2023 20:00,14.48,9.93,7.92,281.7,4.2
Station_A,28/01/2023 21:00,13.7,9.29,7.75,287.5,4.8
Station_A,28/01/2023 22:00,13.05,8.86,7.61,289.3,3.3
Station_A,28/01/2023 23:00,12.45,8.36,7.45,302.2,3.2
Station_A,29/01/2023 0:00,11.97,7.92,7.48,297,3.4
Station_A,29/01/2023 1:00,11.79,7.75,7.36,305.1,4.3
Station_A,29/01/2023 2:00,11.71,7.75,7.36,297.1,4.4
Station_A,29/01/2023 3:00,11.48,8.16,7.45,297.2,3.7
Station_A,29/01/2023 4:00,11.72,7.77,7.45,296.9,3.6
Station_A,29/01/2023 5:00,11.74,8.1,7.52,297.1,3
Station_A,29/01/2023 6:00,12.02,9.01,7.55,287.8,3.3
Station_A,29/01/2023 7:00,12.51,9.72,7.72,282.2,3.8
Station_A,29/01/2023 8:00,13.06,10.29,7.86,286.2,2.9
Station_A,29/01/2023 9:00,13.68,10.79,7.82,286.2,3.3
Station_A,29/01/2023 10:00,14.2,11.24,8.02,5,55.1
Station_A,29/01/2023 11:00,14.94,11.63,8.25,8.8,65
Station_A,29/01/2023 12:00,15.45,12.09,8.42,5,100.1
Station_A,29/01/2023 13:00,15.91,12.23,8.48,5,112.3
Station_A,29/01/2023 14:00,16.19,12.38,8.54,6.1,119.7
Station_A,29/01/2023 15:00,16.3,12.05,8.45,5,50.5
Station_A,29/01/2023 16:00,16.33,11.39,8.22,5,81.1
Station_A,29/01/2023 17:00,16.08,11.05,8.17,5,84.7
Station_A,29/01/2023 18:00,15.77,10.37,8.08,5,220.4
Station_A,29/01/2023 19:00,15.28,9.93,7.96,6.7,88
Station_A,29/01/2023 20:00,14.72,9.43,7.84,9.9,49.4
Station_A,29/01/2023 21:00,13.89,8.93,7.83,289.9,3.7
Station_A,29/01/2023 22:00,13.29,8.36,7.61,289.2,3.2
Station_A,29/01/2023 23:00,12.62,7.71,7.58,284.8,2.8
Station_A,30/01/2023 0:00,12.16,7.83,7.5,286.3,3.3
Station_A,30/01/2023 1:00,11.71,7.82,7.46,287,5.1
Station_A,30/01/2023 2:00,11.52,7.76,7.39,285.7,4.1
Station_A,30/01/2023 3:00,11.27,7.79,7.44,284.2,4.1
Station_A,30/01/2023 4:00,11.43,8.06,7.44,290.7,4.4
Station_A,30/01/2023 5:00,11.71,8.54,7.5,296.8,3.2
Station_A,30/01/2023 6:00,12.14,9.03,7.62,294.2,3.4
Station_A,30/01/2023 7:00,12.7,9.14,7.74,284.5,3.9
Station_A,30/01/2023 8:00,13.35,9.71,7.9,279.3,4.2
Station_A,30/01/2023 9:00,14.01,10.14,8.04,288,4
Station_A,30/01/2023 10:00,14.75,10.75,8.18,283.1,4.4
Station_A,30/01/2023 11:00,15.3,11.25,8.23,283.5,4.3
Station_A,30/01/2023 12:00,15.9,11.54,8.26,287,4.6
Station_A,30/01/2023 13:00,16.37,11.69,8.28,279.6,5.3
Station_A,30/01/2023 14:00,16.54,12.34,8.36,278.3,5.2
Station_A,30/01/2023 15:00,16.68,11.75,8.31,285.6,3.8
Station_A,30/01/2023 16:00,16.63,11.6,8.31,286.5,4.3
Station_A,30/01/2023 17:00,16.31,11.62,8.23,286.1,4.9
Station_A,30/01/2023 18:00,15.89,10.65,8.12,287.3,3.5
Station_A,30/01/2023 19:00,15.33,10,7.99,284.5,4.1
Station_A,30/01/2023 20:00,14.78,9.09,7.82,288.3,4.4
Station_A,30/01/2023 21:00,14.15,8.37,7.74,282.6,3.9
Station_A,30/01/2023 22:00,13.36,8.06,7.59,283.2,3.8
Station_A,30/01/2023 23:00,12.66,7.62,7.33,286.1,3.6
Station_A,31/01/2023 0:00,12.37,7.23,7.29,290,3.7
Station_A,31/01/2023 1:00,11.98,7.23,7.34,286.1,4.1
Station_A,31/01/2023 2:00,11.69,6.87,7.28,291.5,3.7
Station_A,31/01/2023 3:00,11.8,7.25,7.35,285.3,3.9
Station_A,31/01/2023 4:00,11.75,7.45,7.36,280.7,4.2
Station_A,31/01/2023 5:00,11.94,7.82,7.52,288.6,4
Station_A,31/01/2023 6:00,12.16,8.76,7.66,288.4,3.6
Station_A,31/01/2023 7:00,13,9.31,7.76,290.2,4
Station_A,31/01/2023 8:00,13.87,9.7,7.88,286,3.8
Station_A,31/01/2023 9:00,14.53,10.37,8.01,287.3,3.3
Station_A,31/01/2023 10:00,15.16,10.67,8.04,286.6,2.6
Station_A,31/01/2023 11:00,15.56,11.31,8.14,285.7,3.2
Station_A,31/01/2023 12:00,16.09,12.03,8.29,289.3,3.4
